ÅÂ¾ç±¤¸í,È£±â,³â¿ùÀÏ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
±¤¾çÇ×,0,2019-03-24,0,0,0,0,0,0,0,175,520,848,1105,1265,1355,1321,1195,965,637,261,27,0,0,0,0,0
±¤¾çÇ×,0,2019-03-25,0,0,0,0,0,0,0,81,351,576,725,722,923,902,787,580,394,167,2,0,0,0,0,0
±¤¾çÇ×,0,2019-03-26,0,0,0,0,0,0,0,112,398,702,1019,1256,1330,1267,1154,902,574,236,20,0,0,0,0,0
±¤¾çÇ×,0,2019-03-27,0,0,0,0,0,0,0,128,432,722,977,1116,1231,1105,1053,887,538,229,11,0,0,0,0,0
±¤¾çÇ×,0,2019-03-28,0,0,0,0,0,0,0,99,378,637,938,1114,958,1006,943,724,416,202,9,0,0,0,0,0
±¤¾çÇ×,0,2019-03-29,0,0,0,0,0,0,0,68,295,677,947,1116,1237,1186,1058,824,529,221,11,0,0,0,0,0
±¤¾çÇ×,0,2019-03-30,0,0,0,0,0,0,0,56,432,792,1031,1181,1181,1098,772,787,545,182,23,0,0,0,0,0
±¤¾çÇ×,0,2019-03-31,0,0,0,0,0,0,0,104,479,729,1148,1325,1388,1352,1215,988,670,299,38,0,0,0,0,0
±¤¾çÇ×,0,2019-04-01,0,0,0,0,0,0,2,220,567,877,1129,1247,1280,1228,846,853,549,248,23,0,0,0,0,0
±¤¾çÇ×,0,2019-04-02,0,0,0,0,0,0,0,220,536,869,1116,1262,1348,1309,1174,949,625,275,29,0,0,0,0,0
±¤¾çÇ×,0,2019-04-03,0,0,0,0,0,0,4,216,553,871,1114,1278,1345,1309,1186,954,625,279,34,0,0,0,0,0
±¤¾çÇ×,0,2019-04-04,0,0,0,0,0,0,5,220,551,866,1103,1264,1327,1282,1129,875,563,209,27,0,0,0,0,0
±¤¾çÇ×,0,2019-04-05,0,0,0,0,0,0,2,191,488,767,979,1107,1177,1145,988,718,461,234,32,0,0,0,0,0
±¤¾çÇ×,0,2019-04-06,0,0,0,0,0,0,5,220,542,839,1042,1165,1238,1228,1085,857,560,247,27,0,0,0,0,0
±¤¾çÇ×,0,2019-04-07,0,0,0,0,0,0,0,112,232,342,373,434,502,149,0,0,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2019-04-08,0,0,0,0,0,0,0,0,0,0,299,1258,1318,1291,1096,900,608,272,41,0,0,0,0,0
±¤¾çÇ×,0,2019-04-09,0,0,0,0,0,0,2,185,356,682,1046,1058,724,328,142,130,95,0,0,0,0,0,0,0
±¤¾çÇ×,0,2019-04-10,0,0,0,0,0,0,0,14,144,297,347,441,428,376,396,97,2,0,0,0,0,0,0,0
±¤¾çÇ×,0,2019-04-11,0,0,0,0,0,0,29,275,497,711,929,826,1010,833,502,468,412,216,52,0,0,0,0,0
±¤¾çÇ×,0,2019-04-12,0,0,0,0,0,0,13,266,612,923,1156,1318,1357,1123,952,607,329,122,29,0,0,0,0,0
±¤¾çÇ×,0,2019-04-13,0,0,0,0,0,0,7,200,499,740,662,869,1078,1013,1051,1008,675,308,41,0,0,0,0,0
±¤¾çÇ×,0,2019-04-14,0,0,0,0,0,0,0,79,155,301,581,328,189,238,131,367,619,331,65,0,0,0,0,0
±¤¾çÇ×,0,2019-04-15,0,0,0,0,0,0,29,299,652,950,1170,1283,1328,1307,1166,950,668,311,54,0,0,0,0,0
±¤¾çÇ×,0,2019-04-16,0,0,0,0,0,0,25,288,558,833,1114,1161,1120,1094,734,562,464,184,22,0,0,0,0,0
±¤¾çÇ×,0,2019-04-17,0,0,0,0,0,0,0,2,128,281,504,470,333,677,958,1008,729,353,72,0,0,0,0,0
±¤¾çÇ×,0,2019-04-18,0,0,0,0,0,0,29,274,639,958,1201,1341,1390,1330,1206,974,671,326,65,0,0,0,0,0
±¤¾çÇ×,0,2019-04-19,0,0,0,0,0,0,27,254,346,328,662,670,486,436,473,238,140,54,0,0,0,0,0,0
±¤¾çÇ×,0,2019-04-20,0,0,0,0,0,0,32,286,619,866,1107,1253,1323,1265,1156,949,641,317,56,0,0,0,0,0
±¤¾çÇ×,0,2019-04-21,0,0,0,0,0,0,32,266,500,821,918,1157,1210,628,734,526,434,160,4,0,0,0,0,0
±¤¾çÇ×,0,2019-04-22,0,0,0,0,0,0,32,286,601,878,1091,1229,1303,1253,1096,869,466,259,58,0,0,0,0,0
±¤¾çÇ×,0,2019-04-23,0,0,0,0,0,0,7,139,214,166,227,209,207,211,63,184,14,2,0,0,0,0,0,0
±¤¾çÇ×,0,2019-04-24,0,0,0,0,0,0,0,23,223,535,823,513,434,680,837,704,589,153,5,0,0,0,0,0
±¤¾çÇ×,0,2019-04-25,0,0,0,0,0,0,0,0,9,38,65,86,72,68,27,63,4,0,0,0,0,0,0,0
±¤¾çÇ×,0,2019-04-26,0,0,0,0,0,0,31,491,765,961,1148,734,707,671,387,117,22,45,74,0,0,0,0,0
±¤¾çÇ×,0,2019-04-27,0,0,0,0,0,0,68,392,765,1040,1253,1303,1408,1336,1177,684,425,153,14,0,0,0,0,0
±¤¾çÇ×,0,2019-04-28,0,0,0,0,0,0,22,76,106,189,207,284,531,1332,1220,1040,704,371,43,0,0,0,0,0
±¤¾çÇ×,0,2019-04-29,0,0,0,0,0,0,0,4,79,101,178,106,50,76,81,88,2,0,0,0,0,0,0,0
±¤¾çÇ×,0,2019-04-30,0,0,0,0,0,0,59,317,607,821,961,686,661,1172,999,715,486,284,56,0,0,0,0,0
±¤¾çÇ×,0,2019-05-01,0,0,0,0,0,0,13,146,481,571,632,1076,1319,1289,1168,956,691,378,95,0,0,0,0,0
±¤¾çÇ×,0,2019-05-02,0,0,0,0,0,0,77,392,749,1037,1246,1388,1435,1418,1285,1049,767,409,110,0,0,0,0,0
±¤¾çÇ×,0,2019-05-03,0,0,0,0,0,0,77,389,740,1031,1233,1341,1386,1337,1192,981,695,364,92,0,0,0,0,0
±¤¾çÇ×,0,2019-05-04,0,0,0,0,0,0,65,356,691,958,1121,1181,1177,1139,1006,808,590,333,45,0,0,0,0,0
±¤¾çÇ×,0,2019-05-05,0,0,0,0,0,0,65,349,520,859,1157,1154,1357,1341,1208,1001,720,349,52,0,0,0,0,0
±¤¾çÇ×,0,2019-05-06,0,0,0,0,0,0,67,358,290,788,1206,1283,1328,1314,1210,1013,727,382,104,0,0,0,0,0
±¤¾çÇ×,0,2019-05-07,0,0,0,0,0,0,90,398,743,1031,1235,1352,1386,1341,1211,988,707,385,108,0,0,0,0,0
±¤¾çÇ×,0,2019-05-08,0,0,0,0,0,0,67,346,659,833,947,1283,995,880,839,536,400,241,70,0,0,0,0,0
±¤¾çÇ×,0,2019-05-09,0,0,0,0,0,0,52,160,319,666,1156,1136,1179,1319,1183,972,693,353,112,0,0,0,0,0
±¤¾çÇ×,0,2019-05-10,0,0,0,0,0,0,68,299,596,808,1121,1224,1087,1116,1008,837,626,311,108,0,0,0,0,0
±¤¾çÇ×,0,2019-05-11,0,0,0,0,0,0,77,346,670,923,1109,1240,1269,1219,936,781,626,257,94,0,0,0,0,0
±¤¾çÇ×,0,2019-05-12,0,0,0,0,0,0,38,320,680,947,1143,1291,1343,1283,1093,981,700,376,108,0,0,0,0,0
±¤¾çÇ×,0,2019-05-13,0,0,0,0,0,0,50,284,661,916,1148,1244,1177,1188,1044,770,500,256,36,0,0,0,0,0
±¤¾çÇ×,0,2019-05-14,0,0,0,0,0,0,25,238,630,913,1129,1253,1300,1253,1136,932,646,319,86,0,0,0,0,0
±¤¾çÇ×,0,2019-05-15,0,0,0,0,0,0,77,317,581,851,1044,1130,1247,1240,1121,914,572,317,79,0,0,0,0,0
±¤¾çÇ×,0,2019-05-16,0,0,0,0,0,0,40,281,648,878,1082,1235,1283,1255,1116,871,596,385,112,0,0,0,0,0
±¤¾çÇ×,0,2019-05-17,0,0,0,0,0,0,95,398,675,907,1103,868,983,1168,727,374,148,18,0,0,0,0,0,0
±¤¾çÇ×,0,2019-05-18,0,0,0,0,0,0,0,0,97,221,344,353,423,319,311,310,92,18,0,0,0,0,0,0
±¤¾çÇ×,0,2019-05-19,0,0,0,0,0,0,41,119,254,151,250,338,283,162,63,20,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2019-05-20,0,0,0,0,0,0,11,216,122,409,520,421,342,630,1082,1188,841,500,191,9,0,0,0,0
±¤¾çÇ×,0,2019-05-21,0,0,0,0,0,0,144,502,850,1129,1332,1444,1496,1447,1303,1109,823,473,169,0,0,0,0,0
±¤¾çÇ×,0,2019-05-22,0,0,0,0,0,2,137,488,839,1107,1303,1417,1463,1426,1300,1076,783,445,148,0,0,0,0,0
±¤¾çÇ×,0,2019-05-23,0,0,0,0,0,0,115,405,706,1001,1233,1372,1418,1368,1256,1051,781,448,158,0,0,0,0,0
±¤¾çÇ×,0,2019-05-24,0,0,0,0,0,0,112,380,688,950,1159,1280,1332,1285,1170,983,725,405,119,0,0,0,0,0
±¤¾çÇ×,0,2019-05-25,0,0,0,0,0,0,149,385,538,850,911,1022,1148,1199,1204,931,614,207,68,0,0,0,0,0
±¤¾çÇ×,0,2019-05-26,0,0,0,0,0,0,95,355,711,869,1073,1337,1393,1163,875,527,302,173,2,0,0,0,0,0
±¤¾çÇ×,0,2019-05-27,0,0,0,0,0,0,0,0,0,0,50,162,133,67,18,9,23,29,0,0,0,0,0,0
±¤¾çÇ×,0,2019-05-28,0,0,0,0,0,0,117,324,583,1062,1022,1107,1300,1375,1276,1039,868,506,122,4,0,0,0,0
±¤¾çÇ×,0,2019-05-29,0,0,0,0,0,2,153,499,833,1118,1292,1402,1444,1395,1278,1089,830,488,189,7,0,0,0,0
±¤¾çÇ×,0,2019-05-30,0,0,0,0,0,2,133,383,650,965,1220,1330,1400,1242,958,506,265,81,0,0,0,0,0,0
±¤¾çÇ×,0,2019-05-31,0,0,0,0,0,0,0,9,88,131,171,1003,1537,1298,1328,1130,824,506,194,11,0,0,0,0
±¤¾çÇ×,0,2019-06-01,0,0,0,0,0,0,94,432,736,900,1066,1242,1287,1170,1125,752,545,254,59,0,0,0,0,0
±¤¾çÇ×,0,2019-06-02,0,0,0,0,0,0,139,367,713,1015,1240,1141,1244,873,659,691,817,486,178,2,0,0,0,0
±¤¾çÇ×,0,2019-06-03,0,0,0,0,0,0,137,437,760,1031,1199,1318,1352,1336,1168,945,702,378,173,4,0,0,0,0
±¤¾çÇ×,0,2019-06-04,0,0,0,0,0,0,130,432,761,1017,1220,1339,1370,1334,1217,1019,725,418,151,2,0,0,0,0
±¤¾çÇ×,0,2019-06-05,0,0,0,0,0,0,160,392,745,1008,1183,1309,1350,1197,1161,968,716,421,155,2,0,0,0,0
±¤¾çÇ×,0,2019-06-06,0,0,0,0,0,0,119,353,583,880,1003,976,853,688,707,328,113,43,13,0,0,0,0,0
±¤¾çÇ×,0,2019-06-07,0,0,0,0,0,0,0,5,106,191,340,634,293,245,180,18,146,9,0,0,0,0,0,0
±¤¾çÇ×,0,2019-06-08,0,0,0,0,0,0,162,382,328,400,248,421,585,905,1157,900,707,331,203,11,0,0,0,0
±¤¾çÇ×,0,2019-06-09,0,0,0,0,0,0,0,70,403,641,1157,1427,1476,1420,1249,1055,767,436,149,0,0,0,0,0
±¤¾çÇ×,0,2019-06-10,0,0,0,0,0,0,5,79,286,621,1107,1044,785,596,641,315,245,108,94,0,0,0,0,0
±¤¾çÇ×,0,2019-06-11,0,0,0,0,0,0,0,77,288,382,450,373,743,1098,733,824,713,320,9,0,0,0,0,0
±¤¾çÇ×,0,2019-06-12,0,0,0,0,0,2,112,392,490,963,1206,1442,1454,1386,1170,961,718,329,130,2,0,0,0,0
±¤¾çÇ×,0,2019-06-13,0,0,0,0,0,0,124,423,634,778,1195,1354,1399,1282,1094,1017,639,319,121,0,0,0,0,0
±¤¾çÇ×,0,2019-06-14,0,0,0,0,0,0,0,49,128,299,344,396,634,225,394,7,27,2,5,0,0,0,0,0
±¤¾çÇ×,0,2019-06-15,0,0,0,0,0,0,59,373,691,1048,1262,1393,1431,1420,1282,1127,882,544,214,5,0,0,0,0
±¤¾çÇ×,0,2019-06-16,0,0,0,0,0,0,142,475,799,1062,1267,1372,1431,1186,560,637,497,234,56,0,0,0,0,0
±¤¾çÇ×,0,2019-06-17,0,0,0,0,0,0,31,214,400,959,1082,1017,1393,1397,1220,1040,801,482,167,9,0,0,0,0
±¤¾çÇ×,0,2019-06-18,0,0,0,0,0,0,11,113,223,401,405,400,535,932,810,922,709,407,164,4,0,0,0,0
±¤¾çÇ×,0,2019-06-19,0,0,0,0,0,0,139,329,664,940,1156,1289,1316,1269,1057,724,563,23,47,0,0,0,0,0
±¤¾çÇ×,0,2019-06-20,0,0,0,0,0,0,131,403,722,999,1201,1337,1355,1384,1067,634,430,292,135,5,0,0,0,0
±¤¾çÇ×,0,2019-06-21,0,0,0,0,0,0,103,461,770,1010,1242,1379,1447,1255,1055,1033,812,452,194,4,0,0,0,0
±¤¾çÇ×,0,2019-06-22,0,0,0,0,0,0,7,40,126,346,742,967,1292,1327,927,907,542,248,9,0,0,0,0,0
±¤¾çÇ×,0,2019-06-23,0,0,0,0,0,0,112,319,747,1098,1282,1215,1379,1260,1341,997,418,164,140,7,0,0,0,0
±¤¾çÇ×,0,2019-06-24,0,0,0,0,0,0,11,157,295,954,1076,1015,1352,1260,1087,805,621,405,167,14,0,0,0,0
±¤¾çÇ×,0,2019-06-25,0,0,0,0,0,0,130,439,765,1048,1219,1312,1168,1345,1159,1089,805,437,198,9,0,0,0,0
±¤¾çÇ×,0,2019-06-26,0,0,0,0,0,0,2,27,0,0,40,50,22,88,333,234,263,50,0,0,0,0,0,0
±¤¾çÇ×,0,2019-06-27,0,0,0,0,0,0,0,92,187,385,625,797,938,1175,1267,666,781,304,56,0,0,0,0,0
±¤¾çÇ×,0,2019-06-28,0,0,0,0,0,0,101,409,776,1013,1190,992,974,1346,1226,1170,587,389,193,0,0,0,0,0
±¤¾çÇ×,0,2019-06-29,0,0,0,0,0,0,0,0,13,54,191,99,90,88,85,0,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2019-06-30,0,0,0,0,0,0,90,342,830,1049,1172,1094,1001,864,763,369,416,254,119,27,0,0,0,0
±¤¾çÇ×,0,2019-07-01,0,0,0,0,0,0,38,263,427,571,536,436,308,277,281,229,419,194,77,0,0,0,0,0
±¤¾çÇ×,0,2019-07-02,0,0,0,0,0,0,135,461,736,977,1175,1264,1294,1206,1174,902,821,515,205,27,0,0,0,0
±¤¾çÇ×,0,2019-07-03,0,0,0,0,0,0,110,358,313,344,776,905,1103,1033,599,382,396,392,167,13,0,0,0,0
±¤¾çÇ×,0,2019-07-04,0,0,0,0,0,0,108,428,763,1037,1258,1307,1321,1093,1210,1001,673,416,126,0,0,0,0,0
±¤¾çÇ×,0,2019-07-05,0,0,0,0,0,0,110,358,553,751,1111,1184,977,905,1039,1051,801,488,189,11,0,0,0,0
±¤¾çÇ×,0,2019-07-06,0,0,0,0,0,0,121,445,787,1076,1285,1393,1402,1404,1278,1089,810,495,203,14,0,0,0,0
±¤¾çÇ×,0,2019-07-07,0,0,0,0,0,0,86,247,544,1067,1244,1098,1120,1069,754,664,527,209,31,0,0,0,0,0
±¤¾çÇ×,0,2019-07-08,0,0,0,0,0,0,49,223,374,1033,1134,787,774,1064,787,394,193,230,86,0,0,0,0,0
±¤¾çÇ×,0,2019-07-09,0,0,0,0,0,0,29,221,736,826,812,774,785,454,239,684,344,88,81,0,0,0,0,0
±¤¾çÇ×,0,2019-07-10,0,0,0,0,0,0,4,108,128,288,536,351,252,101,245,185,81,11,0,0,0,0,0,0
±¤¾çÇ×,0,2019-07-11,0,0,0,0,0,0,54,236,576,931,1084,621,988,970,635,788,686,583,142,5,0,0,0,0
±¤¾çÇ×,0,2019-07-12,0,0,0,0,0,0,115,351,751,1093,1260,1391,1395,1354,1282,1107,617,310,77,0,0,0,0,0
±¤¾çÇ×,0,2019-07-13,0,0,0,0,0,0,0,11,72,101,142,81,319,205,166,571,673,522,180,0,0,0,0,0
±¤¾çÇ×,0,2019-07-14,0,0,0,0,0,0,38,293,704,931,1157,1220,1339,950,238,621,484,362,59,0,0,0,0,0
±¤¾çÇ×,0,2019-07-15,0,0,0,0,0,0,68,292,463,882,1102,1219,1319,1336,1195,985,715,396,153,0,0,0,0,0
±¤¾çÇ×,0,2019-07-16,0,0,0,0,0,0,14,99,317,727,1085,1273,1138,1332,1184,1040,700,461,122,0,0,0,0,0
±¤¾çÇ×,0,2019-07-17,0,0,0,0,0,0,101,337,635,715,1040,1381,1408,1361,983,931,410,191,2,0,0,0,0,0
±¤¾çÇ×,0,2019-07-18,0,0,0,0,0,0,0,63,229,171,401,320,248,313,313,319,106,52,2,0,0,0,0,0
±¤¾çÇ×,0,2019-07-19,0,0,0,0,0,0,0,25,20,5,0,2,9,34,65,22,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2019-07-20,0,0,0,0,0,0,0,2,22,88,137,101,122,112,68,0,0,0,0,0,0,0,0,0
±¤¾çÇ×,0,2019-07-21,0,0,0,0,0,0,0,7,79,250,356,661,499,486,290,346,373,263,104,22,0,0,0,0
±¤¾çÇ×,0,2019-07-22,0,0,0,0,0,0,2,171,560,553,1190,1354,1305,1271,1165,997,468,299,25,0,0,0,0,0
±¤¾çÇ×,0,2019-07-23,0,0,0,0,0,0,59,275,292,887,1213,1379,1327,1217,1157,1037,752,583,184,0,0,0,0,0
±¤¾çÇ×,0,2019-07-24,0,0,0,0,0,0,0,68,180,281,324,401,673,610,596,275,133,200,85,0,0,0,0,0
±¤¾çÇ×,0,2019-07-25,0,0,0,0,0,0,0,2,67,45,155,315,169,279,409,405,184,189,83,16,0,0,0,0
±¤¾çÇ×,0,2019-07-26,0,0,0,0,0,0,0,72,355,598,628,416,659,830,904,520,373,85,13,0,0,0,0,0
±¤¾çÇ×,0,2019-07-27,0,0,0,0,0,0,0,94,207,223,335,283,317,371,335,277,274,160,0,0,0,0,0,0
±¤¾çÇ×,0,2019-07-28,0,0,0,0,0,0,4,119,281,535,1114,1040,911,1166,1130,724,349,335,182,2,0,0,0,0
±¤¾çÇ×,0,2019-07-29,0,0,0,0,0,0,14,209,612,979,1127,1296,1217,1251,1292,1094,617,502,187,0,0,0,0,0
±¤¾çÇ×,0,2019-07-30,0,0,0,0,0,0,32,236,342,563,860,1183,1429,1426,1269,734,605,526,243,0,0,0,0,0
±¤¾çÇ×,0,2019-07-31,0,0,0,0,0,0,32,322,698,902,1192,1334,1427,1413,1033,1094,815,308,23,0,0,0,0,0
±¤¾çÇ×,0,2019-08-01,0,0,0,0,0,0,59,385,727,976,1211,1348,1381,1303,1292,1093,828,488,158,0,0,0,0,0
±¤¾çÇ×,0,2019-08-02,0,0,0,0,0,0,50,351,680,952,1134,1294,1303,1316,1197,1021,706,416,133,0,0,0,0,0
±¤¾çÇ×,0,2019-08-03,0,0,0,0,0,0,67,337,635,850,1130,1222,1312,1319,1091,776,504,281,77,0,0,0,0,0
±¤¾çÇ×,0,2019-08-04,0,0,0,0,0,0,40,169,536,956,1109,889,598,587,590,736,598,380,137,0,0,0,0,0
±¤¾çÇ×,0,2019-08-05,0,0,0,0,0,0,43,310,635,925,1148,1255,1235,1273,1114,844,761,427,173,5,0,0,0,0
±¤¾çÇ×,0,2019-08-06,0,0,0,0,0,0,14,274,340,475,740,585,527,572,455,500,322,128,47,0,0,0,0,0
±¤¾çÇ×,0,2019-08-07,0,0,0,0,0,0,41,328,589,943,1184,1337,1375,1346,1246,1071,794,432,119,0,0,0,0,0
±¤¾çÇ×,0,2019-08-08,0,0,0,0,0,0,36,243,468,925,981,999,1294,1382,1285,909,833,482,122,0,0,0,0,0
±¤¾çÇ×,0,2019-08-09,0,0,0,0,0,0,61,286,590,830,1127,1201,985,1030,986,684,511,290,97,0,0,0,0,0
±¤¾çÇ×,0,2019-08-10,0,0,0,0,0,0,20,335,635,927,1017,1422,1179,1346,972,695,558,439,104,0,0,0,0,0
±¤¾çÇ×,0,2019-08-11,0,0,0,0,0,0,16,185,310,488,1264,1418,1287,1123,1067,335,126,59,0,0,0,0,0,0
±¤¾çÇ×,0,2019-08-12,0,0,0,0,0,0,0,2,148,202,310,423,374,376,693,569,405,200,29,0,0,0,0,0
±¤¾çÇ×,0,2019-08-13,0,0,0,0,0,0,32,304,553,799,623,794,1082,1238,1287,1010,724,376,90,0,0,0,0,0
±¤¾çÇ×,0,2019-08-14,0,0,0,0,0,0,29,367,716,974,1121,1325,1382,1370,1089,1076,625,347,139,0,0,0,0,0
±¤¾çÇ×,0,2019-08-15,0,0,0,0,0,0,0,20,202,337,562,1130,920,893,553,472,340,230,101,0,0,0,0,0
±¤¾çÇ×,0,2019-08-16,0,0,0,0,0,0,34,338,405,644,824,769,1143,1112,972,558,553,266,74,0,0,0,0,0
±¤¾çÇ×,0,2019-08-17,0,0,0,0,0,0,36,319,673,976,1186,1328,1390,1364,1229,1033,697,340,92,0,0,0,0,0
±¤¾çÇ×,0,2019-08-18,0,0,0,0,0,0,27,261,517,905,1150,1307,1352,1319,1202,961,790,407,110,0,0,0,0,0
±¤¾çÇ×,0,2019-08-19,0,0,0,0,0,0,34,286,472,772,880,869,866,742,814,868,515,277,92,0,0,0,0,0
±¤¾çÇ×,0,2019-08-20,0,0,0,0,0,0,20,265,509,731,545,637,599,349,207,425,481,221,16,0,0,0,0,0
±¤¾çÇ×,0,2019-08-21,0,0,0,0,0,0,0,72,205,216,284,727,684,598,331,324,167,56,41,0,0,0,0,0
±¤¾çÇ×,0,2019-08-22,0,0,0,0,0,0,0,13,0,16,59,149,331,814,1237,873,698,324,49,0,0,0,0,0
±¤¾çÇ×,0,2019-08-23,0,0,0,0,0,0,0,88,133,164,448,311,473,482,841,632,673,284,90,0,0,0,0,0
±¤¾çÇ×,0,2019-08-24,0,0,0,0,0,0,32,313,531,589,936,1094,751,848,760,502,477,155,22,0,0,0,0,0
±¤¾çÇ×,0,2019-08-25,0,0,0,0,0,0,0,72,371,466,418,319,592,504,549,540,639,329,68,0,0,0,0,0
±¤¾çÇ×,0,2019-08-26,0,0,0,0,0,0,22,279,634,916,1125,1228,1078,988,1188,648,293,113,0,0,0,0,0,0
±¤¾çÇ×,0,2019-08-27,0,0,0,0,0,0,0,27,76,185,146,0,0,68,405,203,135,41,0,0,0,0,0,0
±¤¾çÇ×,0,2019-08-28,0,0,0,0,0,0,0,0,25,248,398,590,1044,731,500,346,99,32,14,0,0,0,0,0
±¤¾çÇ×,0,2019-08-29,0,0,0,0,0,0,0,0,0,169,218,175,281,256,196,229,142,81,0,0,0,0,0,0
±¤¾çÇ×,0,2019-08-30,0,0,0,0,0,0,22,290,657,970,1202,1255,1287,1334,1022,907,711,283,58,0,0,0,0,0
±¤¾çÇ×,0,2019-08-31,0,0,0,0,0,0,18,202,383,533,1085,1287,1184,1233,1123,943,526,216,38,0,0,0,0,0
