怕剧堡疙,龋扁,斥岿老,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
措备,0,2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,20.0,40.0,40.0,30.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,20.0,30.0,20.0,20.0,20.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,20.0,30.0,20.0,10.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,30.0,20.0,40.0,30.0,10.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,30.0,20.0,20.0,30.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,30.0,30.0,30.0,20.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,40.0,40.0,40.0,30.0,20.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,10.0,10.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,30.0,30.0,20.0,20.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,30.0,40.0,20.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,30.0,20.0,30.0,20.0,20.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,20.0,40.0,20.0,28.4,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,30.0,20.0,30.0,20.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,30.0,30.0,20.0,20.0,20.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,50.0,60.0,50.0,40.0,20.0,10.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,30.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,30.0,10.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,40.0,30.0,30.0,20.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,40.0,40.0,30.0,40.0,40.0,20.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,50.0,60.0,50.0,40.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,40.0,40.0,60.0,60.0,40.0,30.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,30.0,50.0,40.0,30.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,30.0,50.0,70.0,70.0,50.0,40.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,70.0,70.0,60.0,60.0,40.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,60.0,60.0,70.0,50.0,60.0,40.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,30.0,50.0,60.0,70.0,70.0,50.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,60.0,70.0,60.0,50.0,30.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,50.0,60.0,60.0,60.0,50.0,43.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,60.0,60.0,50.0,60.0,40.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,36.4,50.0,70.0,60.0,40.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,60.0,50.0,30.0,30.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,50.0,70.0,60.0,60.0,60.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,50.0,50.0,40.0,30.0,30.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,60.0,60.0,70.0,60.0,60.0,30.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,50.0,60.0,50.0,40.0,40.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,40.0,50.0,60.0,60.0,40.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0,60.0,60.0,60.0,59.8,59.0,39.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,70.0,60.0,60.0,60.0,40.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,40.0,60.0,70.0,60.0,50.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,50.0,40.0,60.0,50.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,30.0,40.0,30.0,30.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,40.0,50.0,40.0,40.0,30.0,30.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,40.0,50.0,40.0,30.0,30.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0,60.0,60.0,60.0,50.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,50.0,40.0,40.0,30.0,30.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,30.0,40.0,40.0,50.0,30.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,40.0,40.0,30.0,20.0,20.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,40.0,50.0,60.0,50.0,40.0,30.0,10.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,40.0,40.0,30.0,20.0,10.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,40.0,50.0,30.0,30.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,40.0,30.0,40.0,30.0,20.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-21,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,10.0,0.0,20.0,10.0,30.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,39.0,49.0,47.0,50.0,40.0,20.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,40.0,50.0,40.0,30.0,20.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,30.0,40.0,30.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,40.0,40.0,10.0,20.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,50.0,50.0,50.0,50.0,50.0,30.0,22.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,50.0,40.0,30.0,20.0,20.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,30.0,40.0,47.2,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,50.0,60.0,60.0,50.0,50.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0,40.0,40.0,60.0,50.0,40.0,30.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,30.0,20.0,10.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,40.0,50.0,50.0,60.0,50.0,60.0,50.0,30.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,40.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,20.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,40.0,20.0,20.0,30.0,30.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,70.0,70.0,80.0,70.0,70.0,40.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,60.0,80.0,70.0,80.0,60.0,50.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,70.0,70.0,80.0,70.0,60.0,50.0,30.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,60.0,80.0,70.0,80.0,60.0,50.0,40.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,60.0,70.0,70.0,70.0,70.0,40.0,40.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0,40.0,40.0,20.0,20.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,70.0,80.0,80.0,80.0,70.0,40.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,50.0,60.0,50.0,30.0,10.0,10.0,10.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,70.0,80.0,70.0,50.0,40.0,30.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,70.0,80.0,80.0,80.0,70.0,60.0,30.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,70.0,80.0,80.0,80.0,70.0,50.0,30.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,60.0,70.0,80.0,60.0,60.0,40.0,30.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,70.0,80.0,80.0,70.0,70.0,50.0,40.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,60.0,80.0,80.0,70.0,60.0,50.0,40.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,70.0,70.0,70.0,70.0,70.0,40.0,30.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,70.0,70.0,80.0,70.0,60.0,50.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,50.0,60.0,70.0,60.0,30.0,40.0,20.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,60.0,60.0,70.0,80.0,60.0,60.0,50.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,60.0,70.0,70.0,70.0,50.0,50.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,50.0,60.0,60.0,40.0,10.0,20.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,60.0,60.0,80.0,60.0,60.0,50.0,30.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,60.0,70.0,70.0,70.0,50.0,30.0,20.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,70.0,70.0,80.0,70.0,50.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,60.0,40.0,70.0,60.0,60.0,40.0,40.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,60.0,70.0,70.0,80.0,70.0,70.0,40.0,30.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,70.0,60.0,80.0,70.0,60.0,50.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,60.0,70.0,70.0,60.0,60.0,40.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,60.0,70.0,80.0,70.0,60.0,50.0,40.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0,60.0,70.0,70.0,70.0,50.0,30.0,28.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,50.0,60.0,40.0,20.0,30.0,20.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-15,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0,50.0,60.0,70.0,70.0,60.0,60.0,50.0,20.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,70.0,80.0,70.0,60.0,60.0,50.0,20.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,50.0,70.0,70.0,60.0,60.0,50.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0,60.0,80.0,70.0,70.0,60.0,50.0,30.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0,60.0,70.0,70.0,70.0,60.0,40.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,50.0,60.0,70.0,70.0,60.0,60.0,40.0,30.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0,60.0,70.0,70.0,70.0,50.0,50.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0,70.0,70.0,70.0,80.0,60.0,50.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,40.0,60.0,60.0,50.0,60.0,50.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,60.0,60.0,60.0,60.0,50.0,50.0,20.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,60.0,70.0,70.0,60.0,60.0,40.0,30.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,50.0,70.0,70.0,60.0,60.0,60.0,50.0,20.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,40.0,60.0,70.0,70.0,50.0,50.0,40.0,20.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,50.0,50.0,50.0,40.0,30.0,20.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-05-03,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,60.0,60.0,70.0,40.0,50.0,40.0,50.0,30.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0
措备,0,2018-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,50.0,60.0,70.0,80.0,70.0,70.0,50.0,30.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,40.0,50.0,50.0,40.0,20.0,20.0,13.6,20.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,10.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0
措备,0,2018-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,30.0,30.0,30.0,40.0,40.0,20.0,20.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0
