,경상대,남제주소내,부산복합자재창고,영월본부,인천수산정수장,하동보건소,신안
경상대,1.0,1.0,1.0,1.0,1.0,1.0,1.0
남제주소내,1.0,1.0,1.0,1.0,1.0,1.0,1.0
부산복합자재창고,1.0,1.0,1.0,1.0,1.0,1.0,1.0
영월본부,1.0,1.0,1.0,1.0,1.0,1.0,1.0
인천수산정수장,1.0,1.0,1.0,1.0,1.0,1.0,1.0
하동보건소,1.0,1.0,1.0,1.0,1.0,1.0,1.0
신안,1.0,1.0,1.0,1.0,1.0,1.0,1.0
